phrase	pinyin	frequency
报出	bao chu	210
闭塞	bi se	210
插队	cha dui	210
车体	che ti	210
成交额	cheng jiao e	210
赤壁	chi bi	210
臭豆腐	chou dou fu	210
纯棉	chun mian	210
大狗	da gou	210
大碗	da wan	210
打样	da yang	210
答应我	da ying wo	210
当它	dang ta	210
到访	dao fang	210
娣	di	210
冬至	dong zhi	210
堆栈	dui zhan	210
额定	e ding	210
方丈	fang zhang	210
风风雨雨	feng feng yu yu	210
封住	feng zhu	210
高峰论坛	gao feng lun tan	210
公共财政	gong gong cai zheng	210
国产化	guo chan hua	210
好东东	hao dong dong	210
回响	hui xiang	210
激动人心	ji dong ren xin	210
技术中心	ji shu zhong xin	210
监管机构	jian guan ji gou	210
健力宝	jian li bao	210
叫法	jiao fa	210
叫啥	jiao sha	210
进村	jin cun	210
近十年	jin shi nian	210
竞聘	jing pin	210
烤箱	kao xiang	210
科学化	ke xue hua	210
扣钱	kou qian	210
狂潮	kuang chao	210
盔	kui	210
连绵	lian mian	210
六四	liu si	210
乱叫	luan jiao	210
蒙古族	meng gu zu	210
明教	ming jiao	210
模特儿	mo te er	210
眸子	mou zi	210
目击	mu ji	210
宁宁	ning ning	210
诺夫	nuo fu	210
蒲公英	pu gong ying	210
企业职工	qi ye zhi gong	210
枪杀	qiang sha	210
轻描淡写	qing miao dan xie	210
情愫	qing su	210
日本经济	ri ben jing ji	210
软肋	ruan lei	210
腮	sai	210
杀伤	sha shang	210
身段	shen duan	210
生命安全	sheng ming an quan	210
失业人员	shi ye ren yuan	210
姝	shu	210
睡过	shui guo	210
水利部	shui li bu	210
私企	si qi	210
俗语	su yu	210
糖水	tang shui	210
梯队	ti dui	210
提上	ti shang	210
天津港	tian jin gang	210
跳进	tiao jin	210
通航	tong hang	210
统一战线	tong yi zhan xian	210
稀疏	xi shu	210
厦	xia	210
下探	xia tan	210
狭义	xia yi	210
小丁	xiao ding	210
小孩儿	xiao hai er	210
心血来潮	xin xue lai chao	210
学医	xue yi	210
养鱼	yang yu	210
要听	yao ting	210
一朵花	yi duo hua	210
一念	yi nian	210
一条龙	yi tiao long	210
阴唇	yin chun	210
预赛	yu sai	210
狱中	yu zhong	210
原唱	yuan chang	210
圆满结束	yuan man jie shu	210
造访	zao fang	210
择优	ze you	210
正轨	zheng gui	210
之遥	zhi yao	210
资本运作	zi ben yun zuo	210
安全保障	an quan bao zhang	209
白石	bai shi	209
宝地	bao di	209
报讯	bao xun	209
被关	bei guan	209
伯父	bo fu	209
不同之处	bu tong zhi chu	209
参议院	can yi yuan	209
出生地	chu sheng di	209
纯白	chun bai	209
痤疮	cuo chuang	209
瞪大	deng da	209
底片	di pian	209
第三批	di san pi	209
电容器	dian rong qi	209
鼎好	ding hao	209
豆粕	dou po	209
对内	dui nei	209
纺织服装	fang zhi fu zhuang	209
高居	gao ju	209
给与	gei yu	209
功名	gong ming	209
诟病	gou bing	209
顾名思义	gu ming si yi	209
广大党员	guang da dang yuan	209
广告词	guang gao ci	209
涵养	han yang	209
好怕	hao pa	209
嗬嗬	he he	209
喝牛奶	he niu nai	209
喝一杯	he yi bei	209
后路	hou lu	209
哗	hua	209
化名	hua ming	209
几道	ji dao	209
给与	ji yu	209
架空	jia kong	209
假若	jia ruo	209
剪裁	jian cai	209
建于	jian yu	209
藉	jie	209
进城务工	jin cheng wu gong	209
酒吧里	jiu ba li	209
绝版	jue ban	209
刊发	kan fa	209
看头	kan tou	209
考上大学	kao shang da xue	209
空话	kong hua	209
劳动局	lao dong ju	209
老蒋	lao jiang	209
老祖宗	lao zu zong	209
利润增长	li run zeng zhang	209
两间	liang jian	209
溜溜	liu liu	209
落落	luo luo	209
落马	luo ma	209
贸易公司	mao yi gong si	209
某地	mou di	209
哪次	na ci	209
尼采	ni cai	209
喷嚏	pen ti	209
皮下	pi xia	209
频谱	pin pu	209
屏风	ping feng	209
骑行	qi xing	209
企业年金	qi ye nian jin	209
擎天柱	qing tian zhu	209
人工智能	ren gong zhi neng	209
散开	san kai	209
三面	san mian	209
上海话	shang hai hua	209
社区居民	she qu ju min	209
圣贤	sheng xian	209
失败者	shi bai zhe	209
收容	shou rong	209
睡袋	shui dai	209
苏东坡	su dong po	209
太假	tai jia	209
推选	tui xuan	209
托人	tuo ren	209
万台	wan tai	209
为证	wei zheng	209
我等你	wo deng ni	209
下马	xia ma	209
下雨天	xia yu tian	209
先打	xian da	209
先进个人	xian jin ge ren	209
项目实施	xiang mu shi shi	209
详细资料	xiang xi zi liao	209
小时侯	xiao shi hou	209
小心眼	xiao xin yan	209
挟	xie	209
写书	xie shu	209
心理问题	xin li wen ti	209
信阳	xin yang	209
玄武	xuan wu	209
牙龈	ya yin	209
夜雨	ye yu	209
移动用户	yi dong yong hu	209
一课	yi ke	209
伊始	yi shi	209
医术	yi shu	209
饮食习惯	yin shi xi guan	209
有大	you da	209
有份	you fen	209
游戏币	you xi bi	209
优越感	you yue gan	209
馀	yu	209
陨石	yun shi	209
在手	zai shou	209
再向	zai xiang	209
沾上	zhan shang	209
铮	zheng	209
政界	zheng jie	209
征询	zheng xun	209
之梦	zhi meng	209
只允许	zhi yun xu	209
衷	zhong	209
主推	zhu tui	209
赚大钱	zhuan da qian	209
准许	zhun xu	209
自曝	zi bao	209
自述	zi shu	209
宗教信仰	zong jiao xin yang	209
保障体系	bao zhang ti xi	208
扁平	bian ping	208
镖	biao	208
冰雹	bing bao	208
并不难	bing bu nan	208
玻璃窗	bo li chuang	208
部总经理	bu zong jing li	208
财会	cai kuai	208
踩在	cai zai	208
参展商	can zhan shang	208
曾向	ceng xiang	208
查理	cha li	208
钗	chai	208
唱起	chang qi	208
钞	chao	208
陈天桥	chen tian qiao	208
吃水果	chi shui guo	208
创新性	chuang xin xing	208
大段	da duan	208
电话机	dian hua ji	208
迭	die	208
东北部	dong bei bu	208
多给	duo gei	208
多种方式	duo zhong fang shi	208
峨眉山	e mei shan	208
而立	er li	208
分贝	fen bei	208
分厂	fen chang	208
风投	feng tou	208
佛罗伦萨	fo luo lun sa	208
高下	gao xia	208
股改方案	gu gai fang an	208
海南岛	hai nan dao	208
海岩	hai yan	208
合拍	he pai	208
红糖	hong tang	208
户口本	hu kou ben	208
会费	hui fei	208
会里	hui li	208
火枪	huo qiang	208
几段	ji duan	208
技术发展	ji shu fa zhan	208
建设工作	jian she gong zuo	208
坚毅	jian yi	208
僵化	jiang hua	208
教练员	jiao lian yuan	208
角质	jiao zhi	208
接收器	jie shou qi	208
今明	jin ming	208
经营业绩	jing ying ye ji	208
就业服务	jiu ye fu wu	208
就业岗位	jiu ye gang wei	208
卡洛斯	ka luo si	208
开饭	kai fan	208
科技局	ke ji ju	208
控温	kong wen	208
老版	lao ban	208
擂台	lei tai	208
例假	li jia	208
练就	lian jiu	208
良药	liang yao	208
烈焰	lie yan	208
洛克	luo ke	208
米左右	mi zuo you	208
面试官	mian shi guan	208
南汽	nan qi	208
泥鳅	ni qiu	208
年鉴	nian jian	208
鸥	ou	208
品牌价值	pin pai jia zhi	208
企业形象	qi ye xing xiang	208
迁入	qian ru	208
前提条件	qian ti tiao jian	208
如雪	ru xue	208
儒雅	ru ya	208
沙河	sha he	208
神游	shen you	208
生存环境	sheng cun huan jing	208
生命中最	sheng ming zhong zui	208
时曾	shi ceng	208
仕途	shi tu	208
十月份	shi yue fen	208
说有	shuo you	208
锁住	suo zhu	208
天花	tian hua	208
天佑	tian you	208
停车位	ting che wei	208
土地储备	tu di chu bei	208
推动力	tui dong li	208
胃肠道	wei chang dao	208
慰藉	wei jie	208
文化背景	wen hua bei jing	208
五月份	wu yue fen	208
辖	xia	208
学术交流	xue shu jiao liu	208
颜面	yan mian	208
眼眸	yan mou	208
夜店	ye dian	208
一次会议	yi ci hui yi	208
艺术学院	yi shu xue yuan	208
一袭	yi xi	208
亦庄	yi zhuang	208
游乐场	you le chang	208
有水	you shui	208
御用	yu yong	208
愿与	yuan yu	208
增长幅度	zeng zhang fu du	208
直冲	zhi chong	208
知识库	zhi shi ku	208
中坚	zhong jian	208
自卫队	zi wei dui	208
总司令	zong si ling	208
做好事	zuo hao shi	208
保底	bao di	207
保护作用	bao hu zuo yong	207
保税	bao shui	207
暴行	bao xing	207
本节	ben jie	207
并从	bing cong	207
车流	che liu	207
成行	cheng xing	207
串门	chuan men	207
到老	dao lao	207
盗墓	dao mu	207
订做	ding zuo	207
东大	dong da	207
端起	duan qi	207
多买	duo mai	207
二期工程	er qi gong cheng	207
砝码	fa ma	207
法人代表	fa ren dai biao	207
芳心	fang xin	207
飞刀	fei dao	207
浮雕	fu diao	207
该文	gai wen	207
公司成立	gong si cheng li	207
关灯	guan deng	207
皈依	gui yi	207
胡来	hu lai	207
花销	hua xiao	207
货到	huo dao	207
基本建设	ji ben jian she	207
级数	ji shu	207
仅限	jin xian	207
鲸	jing	207
捐出	juan chu	207
倦怠	juan dai	207
哭诉	ku su	207
老六	lao liu	207
两半	liang ban	207
裂开	lie kai	207
马尔代夫	ma er dai fu	207
满脑子	man nao zi	207
浓烟	nong yan	207
排放量	pai fang liang	207
偏要	pian yao	207
品行	pin xing	207
评说	ping shuo	207
启动项	qi dong xiang	207
千里马	qian li ma	207
千名	qian ming	207
强权	qiang quan	207
情理之中	qing li zhi zhong	207
青霉素	qing mei su	207
软件产业	ruan jian chan ye	207
三重	san chong	207
煞笔	sha bi	207
上百万	shang bai wan	207
甚少	shen shao	207
伸直	shen zhi	207
食管	shi guan	207
十七岁	shi qi sui	207
薯片	shu pian	207
恬静	tian jing	207
跳下去	tiao xia qu	207
停水	ting shui	207
头儿	tou er	207
枉	wang	207
洗刷	xi shua	207
下家	xia jia	207
心肝	xin gan	207
心满意足	xin man yi zu	207
信息港	xin xi gang	207
兄台	xiong tai	207
喧	xuan	207
雪亮	xue liang	207
杨树	yang shu	207
药用	yao yong	207
业务人员	ye wu ren yuan	207
彝族	yi zu	207
引申	yin shen	207
印刷厂	yin shua chang	207
影展	ying zhan	207
有感觉	you gan jue	207
月圆	yue yuan	207
杂文	za wen	207
整条	zheng tiao	207
终成	zhong cheng	207
中成药	zhong cheng yao	207
中国话	zhong guo hua	207
周小川	zhou xiao chuan	207
装束	zhuang shu	207
装完	zhuang wan	207
追了	zhui le	207
自编	zi bian	207
字里行间	zi li hang jian	207
自知之明	zi zhi zhi ming	207
作罢	zuo ba	207
嗷	ao	206
奥特曼	ao te man	206
拜师	bai shi	206
搬上	ban shang	206
憋着	bie zhe	206
波罗	bo luo	206
财务状况	cai wu zhuang kuang	206
唱腔	chang qiang	206
炒股票	chao gu piao	206
车车	che che	206
陈年	chen nian	206
冲我	chong wo	206
处死	chu si	206
出外	chu wai	206
大趋势	da qu shi	206
大石	da shi	206
带人	dai ren	206
戴维斯	dai wei si	206
当上了	dang shang le	206
弟妹	di mei	206
第三部	di san bu	206
电力系统	dian li xi tong	206
调查表	diao cha biao	206
爹娘	die niang	206
定罪	ding zui	206
放疗	fang liao	206
丰硕	feng shuo	206
复选框	fu xuan kuang	206
附有	fu you	206
改组	gai zu	206
干部队伍	gan bu dui wu	206
干涸	gan he	206
钩子	gou zi	206
股评	gu ping	206
归咎	gui jiu	206
浩然	hao ran	206
喝的	he de	206
合同法	he tong fa	206
荷载	he zai	206
菏泽	he ze	206
很广	hen guang	206
激昂	ji ang	206
加权	jia quan	206
角质层	jiao zhi ceng	206
节拍	jie pai	206
紧邻	jin lin	206
今年初	jin nian chu	206
进销存	jin xiao cun	206
静安	jing an	206
就听	jiu ting	206
举重	ju zhong	206
开国	kai guo	206
开庭审理	kai ting shen li	206
凯文	kai wen	206
空手	kong shou	206
老白	lao bai	206
老道	lao dao	206
冷了	leng le	206
礼盒	li he	206
两节	liang jie	206
聊起	liao qi	206
麓	lu	206
每只	mei zhi	206
民间组织	min jian zu zhi	206
哪些人	na xie ren	206
内控	nei kong	206
农业税	nong ye shui	206
判别	pan bie	206
喷漆	pen qi	206
汽车产业	qi che chan ye	206
汽车企业	qi che qi ye	206
棋盘	qi pan	206
期中	qi zhong	206
浅浅	qian qian	206
潜逃	qian tao	206
强忍	qiang ren	206
敲了	qiao le	206
取自	qu zi	206
仁义	ren yi	206
蠕虫	ru chong	206
三年后	san nian hou	206
丧生	sang sheng	206
珊珊	shan shan	206
汕头市	shan tou shi	206
上都	shang du	206
上位	shang wei	206
神码	shen ma	206
升空	sheng kong	206
石灰	shi hui	206
是位	shi wei	206
数理	shu li	206
水边	shui bian	206
顺驰	shun chi	206
苏宁电器	su ning dian qi	206
踏着	ta zhe	206
陶冶	tao ye	206
特级	te ji	206
体态	ti tai	206
甜食	tian shi	206
同属	tong shu	206
头子	tou zi	206
鸵鸟	tuo niao	206
唯恐	wei kong	206
卫生纸	wei sheng zhi	206
文秘	wen mi	206
蚊帐	wen zhang	206
我见	wo jian	206
戊	wu	206
无菌	wu jun	206
无理取闹	wu li qu nao	206
无怨无悔	wu yuan wu hui	206
西门庆	xi men qing	206
系统文件	xi tong wen jian	206
线材	xian cai	206
想走	xiang zou	206
小羊	xiao yang	206
谢幕	xie mu	206
心慌	xin huang	206
信息管理	xin xi guan li	206
醒醒	xing xing	206
悬着	xuan zhe	206
巡警	xun jing	206
沿袭	yan xi	206
异化	yi hua	206
一色	yi se	206
有多高	you duo gao	206
预科	yu ke	206
圆满成功	yuan man cheng gong	206
怎么玩	zen me wan	206
宅基地	zhai ji di	206
债券市场	zhai quan shi chang	206
长胖	zhang pang	206
诏	zhao	206
筝	zheng	206
制衡	zhi heng	206
制胜	zhi sheng	206
中科	zhong ke	206
转学	zhuan xue	206
左转	zuo zhuan	206
爱德华	ai de hua	205
安监	an jian	205
安乐	an le	205
办到	ban dao	205
帮顶	bang ding	205
爆米花	bao mi hua	205
别客气	bie ke qi	205
不拉	bu la	205
才让	cai rang	205
常客	chang ke	205
车价	che jia	205
触碰	chu peng	205
创收	chuang shou	205
大猫	da mao	205
大权	da quan	205
到第	dao di	205
电磁波	dian ci bo	205
点歌	dian ge	205
掉在	diao zai	205
东方卫视	dong fang wei shi	205
都为	dou wei	205
赌球	du qiu	205
堕胎	duo tai	205
返程	fan cheng	205
方舟	fang zhou	205
附图	fu tu	205
各种类型	ge zhong lei xing	205
工程设计	gong cheng she ji	205
共事	gong shi	205
攻占	gong zhan	205
骨科	gu ke	205
股权激励	gu quan ji li	205
广播电台	guang bo dian tai	205
哈珀	ha po	205
孩儿	hai er	205
韩国队	han guo dui	205
豪华车	hao hua che	205
候鸟	hou niao	205
滑板	hua ban	205
滑过	hua guo	205
基础研究	ji chu yan jiu	205
即时通讯	ji shi tong xun	205
技术交流	ji shu jiao liu	205
加纳	jia na	205
脚底	jiao di	205
阶级斗争	jie ji dou zheng	205
金曲	jin qu	205
惊悚	jing song	205
救我	jiu wo	205
就只	jiu zhi	205
绝症	jue zheng	205
骏马	jun ma	205
开拓者	kai tuo zhe	205
抗灾	kang zai	205
肯尼迪	ken ni di	205
孔明	kong ming	205
力道	li dao	205
立面	li mian	205
连锁经营	lian suo jing ying	205
裂痕	lie hen	205
六中全会	liu zhong quan hui	205
路演	lu yan	205
没玩	mei wan	205
免职	mian zhi	205
魔域	mo yu	205
粘度	nian du	205
捏着	nie zhe	205
农民收入	nong min shou ru	205
扑面而来	pu mian er lai	205
欠了	qian le	205
潜水员	qian shui yuan	205
切削	qie xiao	205
圈钱	quan qian	205
仍为	reng wei	205
若无	ruo wu	205
射雕	she diao	205
肾虚	shen xu	205
胜于	sheng yu	205
时间安排	shi jian an pai	205
视频网	shi pin wang	205
时序	shi xu	205
势在必行	shi zai bi xing	205
首要任务	shou yao ren wu	205
水煮鱼	shui zhu yu	205
苏南	su nan	205
梭	suo	205
台湾同胞	tai wan tong bao	205
饕餮	tao tie	205
体格	ti ge	205
挺身而出	ting shen er chu	205
停药	ting yao	205
脱硫	tuo liu	205
脱身	tuo shen	205
脱衣服	tuo yi fu	205
旺财	wang cai	205
稳当	wen dang	205
卧床	wo chuang	205
物业费	wu ye fei	205
喜人	xi ren	205
嘻嘻嘻	xi xi xi	205
下联	xia lian	205
现代科技	xian dai ke ji	205
相互之间	xiang hu zhi jian	205
乡政府	xiang zheng fu	205
相中	xiang zhong	205
校车	xiao che	205
小金	xiao jin	205
小屁孩	xiao pi hai	205
行动计划	xing dong ji hua	205
型企业	xing qi ye	205
虚拟光驱	xu ni guang qu	205
血栓	xue shuan	205
嫣然	yan ran	205
曜	yao	205
要像	yao xiang	205
叶酸	ye suan	205
伊甸园	yi dian yuan	205
一无是处	yi wu shi chu	205
医学专家	yi xue zhuan jia	205
意欲	yi yu	205
硬座	ying zuo	205
有道	you dao	205
有好感	you hao gan	205
在世	zai shi	205
昭示	zhao shi	205
之辈	zhi bei	205
中卫	zhong wei	205
准备金	zhun bei jin	205
子网	zi wang	205
总产值	zong chan zhi	205
总成	zong cheng	205
安危	an wei	204
柏芝	bai zhi	204
本产品	ben chan pin	204
本合同	ben he tong	204
本职工作	ben zhi gong zuo	204
别走	bie zou	204
冰点	bing dian	204
不跌	bu die	204
不好吗	bu hao ma	204
部门经理	bu men jing li	204
惨剧	can ju	204
长叹	chang tan	204
超多	chao duo	204
陈慧琳	chen hui lin	204
沉吟	chen yin	204
承包商	cheng bao shang	204
城市群	cheng shi qun	204
重拾	chong shi	204
冲撞	chong zhuang	204
出口日本	chu kou ri ben	204
传遍	chuan bian	204
粗壮	cu zhuang	204
存亡	cun wang	204
打印出来	da yin chu lai	204
耽于	dan yu	204
电子邮箱	dian zi you xiang	204
董事长兼	dong shi zhang jian	204
反战	fan zhan	204
房内	fang nei	204
风车	feng che	204
浮华	fu hua	204
辅以	fu yi	204
攻击性	gong ji xing	204
攻入	gong ru	204
工作流程	gong zuo liu cheng	204
国际关系	guo ji guan xi	204
好痛	hao tong	204
弧形	hu xing	204
环渤海	huan bo hai	204
会跟	hui gen	204
几样	ji yang	204
加速器	jia su qi	204
兼备	jian bei	204
教过	jiao guo	204
教条	jiao tiao	204
教义	jiao yi	204
较远	jiao yuan	204
经济体制	jing ji ti zhi	204
具体问题	ju ti wen ti	204
看齐	kan qi	204
刻在	ke zai	204
老周	lao zhou	204
利益关系	li yi guan xi	204
亮着	liang zhe	204
漏掉	lou diao	204
觅食	mi shi	204
免疫系统	mian yi xi tong	204
命案	ming an	204
明月照	ming yue zhao	204
漠	mo	204
抹杀	mo sha	204
木匠	mu jiang	204
木子	mu zi	204
哪里人	na li ren	204
你听	ni ting	204
粘液	nian ye	204
酿造	niang zao	204
牛郎	niu lang	204
期末考试	qi mo kao shi	204
气囊	qi nang	204
气象台	qi xiang tai	204
清点	qing dian	204
曲面	qu mian	204
去香港	qu xiang gang	204
取值	qu zhi	204
撒尿	sa niao	204
上海通用	shang hai tong yong	204
上星期	shang xing qi	204
商业用途	shang ye yong tu	204
市场定位	shi chang ding wei	204
手软	shou ruan	204
授信	shou xin	204
谁呀	shui ya	204
送股	song gu	204
酸甜苦辣	suan tian ku la	204
添置	tian zhi	204
调成	tiao cheng	204
调养	tiao yang	204
万户	wan hu	204
亡国	wang guo	204
韦伯	wei bo	204
蟋蟀	xi shuai	204
消费水平	xiao fei shui ping	204
写满	xie man	204
心法	xin fa	204
旭日	xu ri	204
言情	yan qing	204
野马	ye ma	204
一郎	yi lang	204
已死	yi si	204
易用性	yi yong xing	204
引向	yin xiang	204
应先	ying xian	204
应向	ying xiang	204
幽静	you jing	204
媛媛	yuan yuan	204
云海	yun hai	204
增效	zeng xiao	204
瞻仰	zhan yang	204
珍稀	zhen xi	204
正义感	zheng yi gan	204
纸片	zhi pian	204
志强	zhi qiang	204
主席团	zhu xi tuan	204
主要功能	zhu yao gong neng	204
字符集	zi fu ji	204
自由度	zi you du	204
族长	zu zhang	204
扳平	ban ping	203
暴风雪	bao feng xue	203
爆击	bao ji	203
避难	bi nan	203
兵马俑	bing ma yong	203
不可替代	bu ke ti dai	203
参观者	can guan zhe	203
苍穹	cang qiong	203
长约	chang yue	203
吹着	chui zhe	203
纯天然	chun tian ran	203
此言	ci yan	203
崔健	cui jian	203
大盗	da dao	203
大家都来	da jia dou lai	203
到底是谁	dao di shi shui	203
道人	dao ren	203
登顶	deng ding	203
笛子	di zi	203
动作片	dong zuo pian	203
短篇	duan pian	203
对本	dui ben	203
肤质	fu zhi	203
感光	gan guang	203
高端产品	gao duan chan pin	203
供电局	gong dian ju	203
公开信	gong kai xin	203
共勉	gong mian	203
功用	gong yong	203
公仔	gong zai	203
工作目标	gong zuo mu biao	203
垢	gou	203
骨肉	gu rou	203
古树	gu shu	203
果蔬	guo shu	203
海德	hai de	203
缓解压力	huan jie ya li	203
灰鸽子	hui ge zi	203
基金投资	ji jin tou zi	203
